iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VGB,North America,British Virgin Islands,2021-06-20,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,3894,23,0.073,31332,,,,
VGB,North America,British Virgin Islands,2021-06-21,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,4149,23,0.073,31332,,,,
VGB,North America,British Virgin Islands,2021-06-22,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,4373,23,0.073,31332,,,,
VGB,North America,British Virgin Islands,2021-06-23,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,4628,23,0.073,31332,,,,
VGB,North America,British Virgin Islands,2021-06-24,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,4883,22,0.07,31332,,,,
VGB,North America,British Virgin Islands,2021-06-25,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,21403,12562,8841,,,161,68.31,40.09,28.22,,5139,22,0.07,31332,,,,
VGB,North America,British Virgin Islands,2021-06-26,295,0,0,1,0,0,9415.294,0,0,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,4947,28,0.089,31332,,,,
VGB,North America,British Virgin Islands,2021-06-27,298,3,0.429,1,0,0,9511.043,95.749,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,4756,34,0.109,31332,,,,
VGB,North America,British Virgin Islands,2021-06-28,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,4596,39,0.124,31332,,,,
VGB,North America,British Virgin Islands,2021-06-29,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,4404,45,0.144,31332,,,,
VGB,North America,British Virgin Islands,2021-06-30,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,4213,50,0.16,31332,,,,
VGB,North America,British Virgin Islands,2021-07-01,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,4021,56,0.179,31332,,,,
VGB,North America,British Virgin Islands,2021-07-02,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,22247,12993,9254,,,121,71,41.47,29.54,,3862,62,0.198,31332,,,,
VGB,North America,British Virgin Islands,2021-07-03,298,0,0.429,1,0,0,9511.043,0,13.678,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,3670,62,0.198,31332,,,,
VGB,North America,British Virgin Islands,2021-07-04,456,158,22.571,1,0,0,14553.811,5042.768,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,3511,62,0.198,31332,,,,
VGB,North America,British Virgin Islands,2021-07-05,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,3351,62,0.198,31332,,,,
VGB,North America,British Virgin Islands,2021-07-06,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,3192,63,0.201,31332,,,,
VGB,North America,British Virgin Islands,2021-07-07,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,3032,63,0.201,31332,,,,
VGB,North America,British Virgin Islands,2021-07-08,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,2841,63,0.201,31332,,,,
VGB,North America,British Virgin Islands,2021-07-09,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,22837,13439,9398,,,84,72.89,42.89,29.99,,2681,64,0.204,31332,,,,
VGB,North America,British Virgin Islands,2021-07-10,456,0,22.571,1,0,0,14553.811,0,720.395,31.916,0,0,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,3128,66,0.211,31332,,,,
VGB,North America,British Virgin Islands,2021-07-11,1147,691,98.714,3,2,0.286,36607.941,22054.13,3150.59,95.749,63.833,9.119,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,3575,68,0.217,31332,,,,
VGB,North America,British Virgin Islands,2021-07-12,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,4021,71,0.227,31332,,,,
VGB,North America,British Virgin Islands,2021-07-13,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,4468,73,0.233,31332,,,,
VGB,North America,British Virgin Islands,2021-07-14,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,4915,75,0.239,31332,,,,
VGB,North America,British Virgin Islands,2021-07-15,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,5362,78,0.249,31332,,,,
VGB,North America,British Virgin Islands,2021-07-16,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,24112,13999,10113,,,182,76.96,44.68,32.28,,5809,80,0.255,31332,,,,
VGB,North America,British Virgin Islands,2021-07-17,1147,0,98.714,3,0,0.286,36607.941,0,3150.59,95.749,0,9.119,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,6543,102,0.326,31332,,,,
VGB,North America,British Virgin Islands,2021-07-18,2024,877,125.286,12,9,1.286,64598.494,27990.553,3998.65,382.995,287.246,41.035,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,7277,123,0.393,31332,,,,
VGB,North America,British Virgin Islands,2021-07-19,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,7979,145,0.463,31332,,,,
VGB,North America,British Virgin Islands,2021-07-20,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,8713,167,0.533,31332,,,,
VGB,North America,British Virgin Islands,2021-07-21,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,9447,188,0.6,31332,,,,
VGB,North America,British Virgin Islands,2021-07-22,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,,,,,,319,,,,,10181,210,0.67,31332,,,,
VGB,North America,British Virgin Islands,2021-07-23,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,26501,15620,10881,,,341,84.58,49.85,34.73,,10883,232,0.74,31332,,,,
VGB,North America,British Virgin Islands,2021-07-24,2024,0,125.286,12,0,1.286,64598.494,0,3998.65,382.995,0,41.035,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,10245,215,0.686,31332,,,,
VGB,North America,British Virgin Islands,2021-07-25,2389,365,52.143,25,13,1.857,76247.925,11649.432,1664.205,797.906,414.911,59.273,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,9575,199,0.635,31332,,,,
VGB,North America,British Virgin Islands,2021-07-26,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,8937,183,0.584,31332,,,,
VGB,North America,British Virgin Islands,2021-07-27,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,8266,167,0.533,31332,,,,
VGB,North America,British Virgin Islands,2021-07-28,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,7628,150,0.479,31332,,,,
VGB,North America,British Virgin Islands,2021-07-29,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,6958,134,0.428,31332,,,,
VGB,North America,British Virgin Islands,2021-07-30,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,27883,16445,11438,,,197,88.99,52.49,36.51,,6288,118,0.377,31332,,,,
VGB,North America,British Virgin Islands,2021-07-31,2389,0,52.143,25,0,1.857,76247.925,0,1664.205,797.906,0,59.273,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,5968,104,0.332,31332,,,,
VGB,North America,British Virgin Islands,2021-08-01,2500,111,15.857,31,6,0.857,79790.629,3542.704,506.101,989.404,191.498,27.357,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,5681,90,0.287,31332,,,,
VGB,North America,British Virgin Islands,2021-08-02,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,5362,76,0.243,31332,,,,
VGB,North America,British Virgin Islands,2021-08-03,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,5043,62,0.198,31332,,,,
VGB,North America,British Virgin Islands,2021-08-04,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,4724,48,0.153,31332,,,,
VGB,North America,British Virgin Islands,2021-08-05,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,4404,35,0.112,31332,,,,
VGB,North America,British Virgin Islands,2021-08-06,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,28777,16590,,,,128,91.85,52.95,,,4085,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-07,2500,0,15.857,31,0,0.857,79790.629,0,506.101,989.404,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,3766,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-08,2532,32,4.571,37,6,0.857,80811.949,1021.32,145.903,1180.901,191.498,27.357,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,3415,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-09,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,3096,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-10,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,2777,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-11,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,2458,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-12,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,2138,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-13,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,29172,16739,,,,56,93.11,53.42,,,1787,21,0.067,31332,,,,
VGB,North America,British Virgin Islands,2021-08-14,2532,0,4.571,37,0,0.857,80811.949,0,145.903,1180.901,0,27.357,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,1723,20,0.064,31332,,,,
VGB,North America,British Virgin Islands,2021-08-15,2552,20,2.857,37,0,0,81450.274,638.325,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,1628,19,0.061,31332,,,,
VGB,North America,British Virgin Islands,2021-08-16,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,1532,17,0.054,31332,,,,
VGB,North America,British Virgin Islands,2021-08-17,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,1436,16,0.051,31332,,,,
VGB,North America,British Virgin Islands,2021-08-18,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,1372,15,0.048,31332,,,,
VGB,North America,British Virgin Islands,2021-08-19,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,1277,14,0.045,31332,,,,
VGB,North America,British Virgin Islands,2021-08-20,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,29431,16826,12605,,,37,93.93,53.7,40.23,,1181,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-08-21,2552,0,2.857,37,0,0,81450.274,0,91.189,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,1277,16,0.051,31332,,,,
VGB,North America,British Virgin Islands,2021-08-22,2568,16,2.286,37,0,0,81960.935,510.66,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,1372,20,0.064,31332,,,,
VGB,North America,British Virgin Islands,2021-08-23,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,1436,24,0.077,31332,,,,
VGB,North America,British Virgin Islands,2021-08-24,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,1532,27,0.086,31332,,,,
VGB,North America,British Virgin Islands,2021-08-25,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,1628,31,0.099,31332,,,,
VGB,North America,British Virgin Islands,2021-08-26,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,1723,35,0.112,31332,,,,
VGB,North America,British Virgin Islands,2021-08-27,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,29828,17095,12733,,,57,95.2,54.56,40.64,,1819,38,0.121,31332,,,,
VGB,North America,British Virgin Islands,2021-08-28,2568,0,2.286,37,0,0,81960.935,0,72.951,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,3128,35,0.112,31332,,,,
VGB,North America,British Virgin Islands,2021-08-29,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,4436,31,0.099,31332,,,,
VGB,North America,British Virgin Islands,2021-08-30,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,5713,27,0.086,31332,,,,
VGB,North America,British Virgin Islands,2021-08-31,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,7022,23,0.073,31332,,,,
VGB,North America,British Virgin Islands,2021-09-01,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,8330,20,0.064,31332,,,,
VGB,North America,British Virgin Islands,2021-09-02,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,9639,16,0.051,31332,,,,
VGB,North America,British Virgin Islands,2021-09-03,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,32229,,13824,,,343,102.86,,44.12,,10947,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-04,2568,0,0,37,0,0,81960.935,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,9415,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-05,2640,72,10.286,37,0,0,84258.905,2297.97,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,7883,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-06,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,6351,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-07,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,4851,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-08,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,3319,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-09,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,1787,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-10,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-11,2640,0,10.286,37,0,0,84258.905,0,328.281,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-12,2642,2,0.286,37,0,0,84322.737,63.833,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-13,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-14,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-15,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-16,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-17,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-18,2642,0,0.286,37,0,0,84322.737,0,9.119,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-19,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-20,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-21,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-22,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-23,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-24,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,32398,17439,14959,,,8,103.4,55.66,47.74,,255,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-09-25,2642,0,0,37,0,0,84322.737,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,574,13,0.041,31332,,,,
VGB,North America,British Virgin Islands,2021-09-26,2676,34,4.857,37,0,0,85407.89,1085.153,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,862,14,0.045,31332,,,,
VGB,North America,British Virgin Islands,2021-09-27,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,1181,15,0.048,31332,,,,
VGB,North America,British Virgin Islands,2021-09-28,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,1500,16,0.051,31332,,,,
VGB,North America,British Virgin Islands,2021-09-29,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,1819,17,0.054,31332,,,,
VGB,North America,British Virgin Islands,2021-09-30,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,2106,18,0.057,31332,,,,
VGB,North America,British Virgin Islands,2021-10-01,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,32930,17570,15360,,,76,105.1,56.08,49.02,,2426,19,0.061,31332,,,,
VGB,North America,British Virgin Islands,2021-10-02,2676,0,4.857,37,0,0,85407.89,0,155.022,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,2170,17,0.054,31332,,,,
VGB,North America,British Virgin Islands,2021-10-03,2718,42,6,37,0,0,86748.372,1340.483,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,1915,15,0.048,31332,,,,
VGB,North America,British Virgin Islands,2021-10-04,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,1660,13,0.041,31332,,,,
VGB,North America,British Virgin Islands,2021-10-05,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,1404,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-06,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,1181,9,0.029,31332,,,,
VGB,North America,British Virgin Islands,2021-10-07,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,926,7,0.022,31332,,,,
VGB,North America,British Virgin Islands,2021-10-08,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,33075,17607,15468,,,21,105.56,56.19,49.37,,670,5,0.016,31332,,,,
VGB,North America,British Virgin Islands,2021-10-09,2718,0,6,37,0,0,86748.372,0,191.498,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,702,6,0.019,31332,,,,
VGB,North America,British Virgin Islands,2021-10-10,2725,7,1,37,0,0,86971.786,223.414,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,766,7,0.022,31332,,,,
VGB,North America,British Virgin Islands,2021-10-11,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,830,8,0.026,31332,,,,
VGB,North America,British Virgin Islands,2021-10-12,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,862,9,0.029,31332,,,,
VGB,North America,British Virgin Islands,2021-10-13,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,926,10,0.032,31332,,,,
VGB,North America,British Virgin Islands,2021-10-14,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,989,10,0.032,31332,,,,
VGB,North America,British Virgin Islands,2021-10-15,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-16,2725,0,1,37,0,0,86971.786,0,31.916,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-17,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-18,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-19,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-20,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-21,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-22,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,33527,17765,15762,,,32,107.01,56.7,50.31,,1021,11,0.035,31332,,,,
VGB,North America,British Virgin Islands,2021-10-23,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,1117,12,0.038,31332,,,,
VGB,North America,British Virgin Islands,2021-10-24,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,1181,14,0.045,31332,,,,
VGB,North America,British Virgin Islands,2021-10-25,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,1277,15,0.048,31332,,,,
VGB,North America,British Virgin Islands,2021-10-26,2725,0,0,37,0,0,86971.786,0,0,1180.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,1340,16,0.051,31332,,,,
